index,buying price,maintanence price,doors,capacity (persons),luggage boot size,estimated safety,class
870,1,3,2,2,2,0,2
871,1,3,2,2,2,1,2
872,1,3,2,2,2,2,2
873,1,3,2,4,0,0,2
874,1,3,2,4,0,1,2
875,1,3,2,4,0,2,0
876,1,3,2,4,1,0,2
877,1,3,2,4,1,1,2
878,1,3,2,4,1,2,0
879,1,3,2,4,2,0,2
880,1,3,2,4,2,1,0
881,1,3,2,4,2,2,0
882,1,3,2,5,0,0,2
883,1,3,2,5,0,1,2
884,1,3,2,5,0,2,2
885,1,3,2,5,1,0,2
886,1,3,2,5,1,1,2
887,1,3,2,5,1,2,0
888,1,3,2,5,2,0,2
889,1,3,2,5,2,1,0
890,1,3,2,5,2,2,0
891,1,3,3,2,0,0,2
892,1,3,3,2,0,1,2
893,1,3,3,2,0,2,2
894,1,3,3,2,1,0,2
895,1,3,3,2,1,1,2
896,1,3,3,2,1,2,2
897,1,3,3,2,2,0,2
898,1,3,3,2,2,1,2
899,1,3,3,2,2,2,2
900,1,3,3,4,0,0,2
901,1,3,3,4,0,1,2
902,1,3,3,4,0,2,0
903,1,3,3,4,1,0,2
904,1,3,3,4,1,1,2
905,1,3,3,4,1,2,0
906,1,3,3,4,2,0,2
907,1,3,3,4,2,1,0
908,1,3,3,4,2,2,0
909,1,3,3,5,0,0,2
910,1,3,3,5,0,1,2
911,1,3,3,5,0,2,0
912,1,3,3,5,1,0,2
913,1,3,3,5,1,1,0
914,1,3,3,5,1,2,0
915,1,3,3,5,2,0,2
916,1,3,3,5,2,1,0
917,1,3,3,5,2,2,0
918,1,3,4,2,0,0,2
919,1,3,4,2,0,1,2
920,1,3,4,2,0,2,2
921,1,3,4,2,1,0,2
922,1,3,4,2,1,1,2
923,1,3,4,2,1,2,2
924,1,3,4,2,2,0,2
925,1,3,4,2,2,1,2
926,1,3,4,2,2,2,2
927,1,3,4,4,0,0,2
928,1,3,4,4,0,1,2
929,1,3,4,4,0,2,0
930,1,3,4,4,1,0,2
931,1,3,4,4,1,1,0
932,1,3,4,4,1,2,0
933,1,3,4,4,2,0,2
934,1,3,4,4,2,1,0
935,1,3,4,4,2,2,0
936,1,3,4,5,0,0,2
937,1,3,4,5,0,1,2
938,1,3,4,5,0,2,0
939,1,3,4,5,1,0,2
940,1,3,4,5,1,1,0
941,1,3,4,5,1,2,0
942,1,3,4,5,2,0,2
943,1,3,4,5,2,1,0
944,1,3,4,5,2,2,0
945,1,3,5,2,0,0,2
946,1,3,5,2,0,1,2
947,1,3,5,2,0,2,2
948,1,3,5,2,1,0,2
949,1,3,5,2,1,1,2
950,1,3,5,2,1,2,2
951,1,3,5,2,2,0,2
952,1,3,5,2,2,1,2
953,1,3,5,2,2,2,2
954,1,3,5,4,0,0,2
955,1,3,5,4,0,1,2
956,1,3,5,4,0,2,0
957,1,3,5,4,1,0,2
958,1,3,5,4,1,1,0
959,1,3,5,4,1,2,0
960,1,3,5,4,2,0,2
961,1,3,5,4,2,1,0
962,1,3,5,4,2,2,0
963,1,3,5,5,0,0,2
964,1,3,5,5,0,1,2
965,1,3,5,5,0,2,0
966,1,3,5,5,1,0,2
967,1,3,5,5,1,1,0
968,1,3,5,5,1,2,0
969,1,3,5,5,2,0,2
970,1,3,5,5,2,1,0
971,1,3,5,5,2,2,0
972,1,2,2,2,0,0,2
973,1,2,2,2,0,1,2
974,1,2,2,2,0,2,2
975,1,2,2,2,1,0,2
976,1,2,2,2,1,1,2
977,1,2,2,2,1,2,2
978,1,2,2,2,2,0,2
979,1,2,2,2,2,1,2
980,1,2,2,2,2,2,2
981,1,2,2,4,0,0,2
982,1,2,2,4,0,1,2
983,1,2,2,4,0,2,0
984,1,2,2,4,1,0,2
985,1,2,2,4,1,1,2
986,1,2,2,4,1,2,0
987,1,2,2,4,2,0,2
988,1,2,2,4,2,1,0
989,1,2,2,4,2,2,0
990,1,2,2,5,0,0,2
991,1,2,2,5,0,1,2
992,1,2,2,5,0,2,2
993,1,2,2,5,1,0,2
994,1,2,2,5,1,1,2
995,1,2,2,5,1,2,0
996,1,2,2,5,2,0,2
997,1,2,2,5,2,1,0
998,1,2,2,5,2,2,0
999,1,2,3,2,0,0,2
1000,1,2,3,2,0,1,2
1001,1,2,3,2,0,2,2
1002,1,2,3,2,1,0,2
1003,1,2,3,2,1,1,2
1004,1,2,3,2,1,2,2
1005,1,2,3,2,2,0,2
1006,1,2,3,2,2,1,2
1007,1,2,3,2,2,2,2
1008,1,2,3,4,0,0,2
1009,1,2,3,4,0,1,2
1010,1,2,3,4,0,2,0
1011,1,2,3,4,1,0,2
1012,1,2,3,4,1,1,2
1013,1,2,3,4,1,2,0
1014,1,2,3,4,2,0,2
1015,1,2,3,4,2,1,0
1016,1,2,3,4,2,2,0
1017,1,2,3,5,0,0,2
1018,1,2,3,5,0,1,2
1019,1,2,3,5,0,2,0
1020,1,2,3,5,1,0,2
1021,1,2,3,5,1,1,0
1022,1,2,3,5,1,2,0
1023,1,2,3,5,2,0,2
1024,1,2,3,5,2,1,0
1025,1,2,3,5,2,2,0
1026,1,2,4,2,0,0,2
1027,1,2,4,2,0,1,2
1028,1,2,4,2,0,2,2
1029,1,2,4,2,1,0,2
1030,1,2,4,2,1,1,2
1031,1,2,4,2,1,2,2
1032,1,2,4,2,2,0,2
1033,1,2,4,2,2,1,2
1034,1,2,4,2,2,2,2
1035,1,2,4,4,0,0,2
1036,1,2,4,4,0,1,2
1037,1,2,4,4,0,2,0
1038,1,2,4,4,1,0,2
1039,1,2,4,4,1,1,0
1040,1,2,4,4,1,2,0
1041,1,2,4,4,2,0,2
1042,1,2,4,4,2,1,0
1043,1,2,4,4,2,2,0
1044,1,2,4,5,0,0,2
1045,1,2,4,5,0,1,2
1046,1,2,4,5,0,2,0
1047,1,2,4,5,1,0,2
1048,1,2,4,5,1,1,0
1049,1,2,4,5,1,2,0
1050,1,2,4,5,2,0,2
1051,1,2,4,5,2,1,0
1052,1,2,4,5,2,2,0
1053,1,2,5,2,0,0,2
1054,1,2,5,2,0,1,2
1055,1,2,5,2,0,2,2
1056,1,2,5,2,1,0,2
1057,1,2,5,2,1,1,2
1058,1,2,5,2,1,2,2
1059,1,2,5,2,2,0,2
1060,1,2,5,2,2,1,2
1061,1,2,5,2,2,2,2
1062,1,2,5,4,0,0,2
1063,1,2,5,4,0,1,2
1064,1,2,5,4,0,2,0
1065,1,2,5,4,1,0,2
1066,1,2,5,4,1,1,0
1067,1,2,5,4,1,2,0
1068,1,2,5,4,2,0,2
1069,1,2,5,4,2,1,0
1070,1,2,5,4,2,2,0
1071,1,2,5,5,0,0,2
1072,1,2,5,5,0,1,2
1073,1,2,5,5,0,2,0
1074,1,2,5,5,1,0,2
1075,1,2,5,5,1,1,0
1076,1,2,5,5,1,2,0
1077,1,2,5,5,2,0,2
1078,1,2,5,5,2,1,0
1079,1,2,5,5,2,2,0
1080,1,1,2,2,0,0,2
1081,1,1,2,2,0,1,2
1082,1,1,2,2,0,2,2
1083,1,1,2,2,1,0,2
1084,1,1,2,2,1,1,2
1085,1,1,2,2,1,2,2
1086,1,1,2,2,2,0,2
1087,1,1,2,2,2,1,2
1088,1,1,2,2,2,2,2
1089,1,1,2,4,0,0,2
1090,1,1,2,4,0,1,0
1091,1,1,2,4,0,2,0
1092,1,1,2,4,1,0,2
1093,1,1,2,4,1,1,0
1094,1,1,2,4,1,2,0
1095,1,1,2,4,2,0,2
1096,1,1,2,4,2,1,0
1097,1,1,2,4,2,2,3
1098,1,1,2,5,0,0,2
1099,1,1,2,5,0,1,2
1100,1,1,2,5,0,2,2
1101,1,1,2,5,1,0,2
1102,1,1,2,5,1,1,0
1103,1,1,2,5,1,2,0
1104,1,1,2,5,2,0,2
1105,1,1,2,5,2,1,0
1106,1,1,2,5,2,2,3
1107,1,1,3,2,0,0,2
1108,1,1,3,2,0,1,2
1109,1,1,3,2,0,2,2
1110,1,1,3,2,1,0,2
1111,1,1,3,2,1,1,2
1112,1,1,3,2,1,2,2
1113,1,1,3,2,2,0,2
1114,1,1,3,2,2,1,2
1115,1,1,3,2,2,2,2
1116,1,1,3,4,0,0,2
1117,1,1,3,4,0,1,0
1118,1,1,3,4,0,2,0
1119,1,1,3,4,1,0,2
1120,1,1,3,4,1,1,0
1121,1,1,3,4,1,2,0
1122,1,1,3,4,2,0,2
1123,1,1,3,4,2,1,0
1124,1,1,3,4,2,2,3
1125,1,1,3,5,0,0,2
1126,1,1,3,5,0,1,0
1127,1,1,3,5,0,2,0
1128,1,1,3,5,1,0,2
1129,1,1,3,5,1,1,0
1130,1,1,3,5,1,2,3
1131,1,1,3,5,2,0,2
1132,1,1,3,5,2,1,0
1133,1,1,3,5,2,2,3
1134,1,1,4,2,0,0,2
1135,1,1,4,2,0,1,2
1136,1,1,4,2,0,2,2
1137,1,1,4,2,1,0,2
1138,1,1,4,2,1,1,2
1139,1,1,4,2,1,2,2
1140,1,1,4,2,2,0,2
1141,1,1,4,2,2,1,2
1142,1,1,4,2,2,2,2
1143,1,1,4,4,0,0,2
1144,1,1,4,4,0,1,0
1145,1,1,4,4,0,2,0
1146,1,1,4,4,1,0,2
1147,1,1,4,4,1,1,0
1148,1,1,4,4,1,2,3
1149,1,1,4,4,2,0,2
1150,1,1,4,4,2,1,0
1151,1,1,4,4,2,2,3
1152,1,1,4,5,0,0,2
1153,1,1,4,5,0,1,0
1154,1,1,4,5,0,2,0
1155,1,1,4,5,1,0,2
1156,1,1,4,5,1,1,0
1157,1,1,4,5,1,2,3
1158,1,1,4,5,2,0,2
1159,1,1,4,5,2,1,0
1160,1,1,4,5,2,2,3
1161,1,1,5,2,0,0,2
1162,1,1,5,2,0,1,2
1163,1,1,5,2,0,2,2
1164,1,1,5,2,1,0,2
1165,1,1,5,2,1,1,2
1166,1,1,5,2,1,2,2
1167,1,1,5,2,2,0,2
1168,1,1,5,2,2,1,2
1169,1,1,5,2,2,2,2
1170,1,1,5,4,0,0,2
1171,1,1,5,4,0,1,0
1172,1,1,5,4,0,2,0
1173,1,1,5,4,1,0,2
1174,1,1,5,4,1,1,0
1175,1,1,5,4,1,2,3
1176,1,1,5,4,2,0,2
1177,1,1,5,4,2,1,0
1178,1,1,5,4,2,2,3
1179,1,1,5,5,0,0,2
1180,1,1,5,5,0,1,0
1181,1,1,5,5,0,2,0
1182,1,1,5,5,1,0,2
1183,1,1,5,5,1,1,0
1184,1,1,5,5,1,2,3
1185,1,1,5,5,2,0,2
1186,1,1,5,5,2,1,0
1187,1,1,5,5,2,2,3
1188,1,0,2,2,0,0,2
1189,1,0,2,2,0,1,2
1190,1,0,2,2,0,2,2
1191,1,0,2,2,1,0,2
1192,1,0,2,2,1,1,2
1193,1,0,2,2,1,2,2
1194,1,0,2,2,2,0,2
1195,1,0,2,2,2,1,2
1196,1,0,2,2,2,2,2
1197,1,0,2,4,0,0,2
1198,1,0,2,4,0,1,0
1199,1,0,2,4,0,2,1
1200,1,0,2,4,1,0,2
1201,1,0,2,4,1,1,0
1202,1,0,2,4,1,2,1
1203,1,0,2,4,2,0,2
1204,1,0,2,4,2,1,1
1205,1,0,2,4,2,2,3
1206,1,0,2,5,0,0,2
1207,1,0,2,5,0,1,2
1208,1,0,2,5,0,2,2
1209,1,0,2,5,1,0,2
1210,1,0,2,5,1,1,0
1211,1,0,2,5,1,2,1
1212,1,0,2,5,2,0,2
1213,1,0,2,5,2,1,1
1214,1,0,2,5,2,2,3
1215,1,0,3,2,0,0,2
1216,1,0,3,2,0,1,2
1217,1,0,3,2,0,2,2
1218,1,0,3,2,1,0,2
1219,1,0,3,2,1,1,2
1220,1,0,3,2,1,2,2
1221,1,0,3,2,2,0,2
1222,1,0,3,2,2,1,2
1223,1,0,3,2,2,2,2
1224,1,0,3,4,0,0,2
1225,1,0,3,4,0,1,0
1226,1,0,3,4,0,2,1
1227,1,0,3,4,1,0,2
1228,1,0,3,4,1,1,0
1229,1,0,3,4,1,2,1
1230,1,0,3,4,2,0,2
1231,1,0,3,4,2,1,1
1232,1,0,3,4,2,2,3
1233,1,0,3,5,0,0,2
1234,1,0,3,5,0,1,0
1235,1,0,3,5,0,2,1
1236,1,0,3,5,1,0,2
1237,1,0,3,5,1,1,1
1238,1,0,3,5,1,2,3
1239,1,0,3,5,2,0,2
1240,1,0,3,5,2,1,1
1241,1,0,3,5,2,2,3
1242,1,0,4,2,0,0,2
1243,1,0,4,2,0,1,2
1244,1,0,4,2,0,2,2
1245,1,0,4,2,1,0,2
1246,1,0,4,2,1,1,2
1247,1,0,4,2,1,2,2
1248,1,0,4,2,2,0,2
1249,1,0,4,2,2,1,2
1250,1,0,4,2,2,2,2
1251,1,0,4,4,0,0,2
1252,1,0,4,4,0,1,0
1253,1,0,4,4,0,2,1
1254,1,0,4,4,1,0,2
1255,1,0,4,4,1,1,1
1256,1,0,4,4,1,2,3
1257,1,0,4,4,2,0,2
1258,1,0,4,4,2,1,1
1259,1,0,4,4,2,2,3
1260,1,0,4,5,0,0,2
1261,1,0,4,5,0,1,0
1262,1,0,4,5,0,2,1
1263,1,0,4,5,1,0,2
1264,1,0,4,5,1,1,1
1265,1,0,4,5,1,2,3
1266,1,0,4,5,2,0,2
1267,1,0,4,5,2,1,1
1268,1,0,4,5,2,2,3
1269,1,0,5,2,0,0,2
1270,1,0,5,2,0,1,2
1271,1,0,5,2,0,2,2
1272,1,0,5,2,1,0,2
1273,1,0,5,2,1,1,2
1274,1,0,5,2,1,2,2
1275,1,0,5,2,2,0,2
1276,1,0,5,2,2,1,2
1277,1,0,5,2,2,2,2
1278,1,0,5,4,0,0,2
1279,1,0,5,4,0,1,0
1280,1,0,5,4,0,2,1
1281,1,0,5,4,1,0,2
1282,1,0,5,4,1,1,1
1283,1,0,5,4,1,2,3
1284,1,0,5,4,2,0,2
1285,1,0,5,4,2,1,1
1286,1,0,5,4,2,2,3
1287,1,0,5,5,0,0,2
1288,1,0,5,5,0,1,0
1289,1,0,5,5,0,2,1
1290,1,0,5,5,1,0,2
1291,1,0,5,5,1,1,1
1292,1,0,5,5,1,2,3
1293,1,0,5,5,2,0,2
1294,1,0,5,5,2,1,1
1295,1,0,5,5,2,2,3
1296,0,3,2,2,0,0,2
1297,0,3,2,2,0,1,2
1298,0,3,2,2,0,2,2
1299,0,3,2,2,1,0,2
1300,0,3,2,2,1,1,2
1301,0,3,2,2,1,2,2
1302,0,3,2,2,2,0,2
1303,0,3,2,2,2,1,2
1304,0,3,2,2,2,2,2
1305,0,3,2,4,0,0,2
1306,0,3,2,4,0,1,2
1307,0,3,2,4,0,2,0
1308,0,3,2,4,1,0,2
1309,0,3,2,4,1,1,2
1310,0,3,2,4,1,2,0
1311,0,3,2,4,2,0,2
1312,0,3,2,4,2,1,0
1313,0,3,2,4,2,2,0
1314,0,3,2,5,0,0,2
1315,0,3,2,5,0,1,2
1316,0,3,2,5,0,2,2
1317,0,3,2,5,1,0,2
1318,0,3,2,5,1,1,2
1319,0,3,2,5,1,2,0
1320,0,3,2,5,2,0,2
1321,0,3,2,5,2,1,0
1322,0,3,2,5,2,2,0
1323,0,3,3,2,0,0,2
1324,0,3,3,2,0,1,2
1325,0,3,3,2,0,2,2
1326,0,3,3,2,1,0,2
1327,0,3,3,2,1,1,2
1328,0,3,3,2,1,2,2
1329,0,3,3,2,2,0,2
1330,0,3,3,2,2,1,2
1331,0,3,3,2,2,2,2
1332,0,3,3,4,0,0,2
1333,0,3,3,4,0,1,2
1334,0,3,3,4,0,2,0
1335,0,3,3,4,1,0,2
1336,0,3,3,4,1,1,2
1337,0,3,3,4,1,2,0
1338,0,3,3,4,2,0,2
1339,0,3,3,4,2,1,0
1340,0,3,3,4,2,2,0
1341,0,3,3,5,0,0,2
1342,0,3,3,5,0,1,2
1343,0,3,3,5,0,2,0
1344,0,3,3,5,1,0,2
1345,0,3,3,5,1,1,0
1346,0,3,3,5,1,2,0
1347,0,3,3,5,2,0,2
1348,0,3,3,5,2,1,0
1349,0,3,3,5,2,2,0
1350,0,3,4,2,0,0,2
1351,0,3,4,2,0,1,2
1352,0,3,4,2,0,2,2
1353,0,3,4,2,1,0,2
1354,0,3,4,2,1,1,2
1355,0,3,4,2,1,2,2
1356,0,3,4,2,2,0,2
1357,0,3,4,2,2,1,2
1358,0,3,4,2,2,2,2
1359,0,3,4,4,0,0,2
1360,0,3,4,4,0,1,2
1361,0,3,4,4,0,2,0
1362,0,3,4,4,1,0,2
1363,0,3,4,4,1,1,0
1364,0,3,4,4,1,2,0
1365,0,3,4,4,2,0,2
1366,0,3,4,4,2,1,0
1367,0,3,4,4,2,2,0
1368,0,3,4,5,0,0,2
1369,0,3,4,5,0,1,2
1370,0,3,4,5,0,2,0
1371,0,3,4,5,1,0,2
1372,0,3,4,5,1,1,0
1373,0,3,4,5,1,2,0
1374,0,3,4,5,2,0,2
1375,0,3,4,5,2,1,0
1376,0,3,4,5,2,2,0
1377,0,3,5,2,0,0,2
1378,0,3,5,2,0,1,2
1379,0,3,5,2,0,2,2
1380,0,3,5,2,1,0,2
1381,0,3,5,2,1,1,2
1382,0,3,5,2,1,2,2
1383,0,3,5,2,2,0,2
1384,0,3,5,2,2,1,2
1385,0,3,5,2,2,2,2
1386,0,3,5,4,0,0,2
1387,0,3,5,4,0,1,2
1388,0,3,5,4,0,2,0
1389,0,3,5,4,1,0,2
1390,0,3,5,4,1,1,0
1391,0,3,5,4,1,2,0
1392,0,3,5,4,2,0,2
1393,0,3,5,4,2,1,0
1394,0,3,5,4,2,2,0
1395,0,3,5,5,0,0,2
1396,0,3,5,5,0,1,2
1397,0,3,5,5,0,2,0
1398,0,3,5,5,1,0,2
1399,0,3,5,5,1,1,0
1400,0,3,5,5,1,2,0
1401,0,3,5,5,2,0,2
1402,0,3,5,5,2,1,0
1403,0,3,5,5,2,2,0
1404,0,2,2,2,0,0,2
1405,0,2,2,2,0,1,2
1406,0,2,2,2,0,2,2
1407,0,2,2,2,1,0,2
1408,0,2,2,2,1,1,2
1409,0,2,2,2,1,2,2
1410,0,2,2,2,2,0,2
1411,0,2,2,2,2,1,2
1412,0,2,2,2,2,2,2
1413,0,2,2,4,0,0,2
1414,0,2,2,4,0,1,0
1415,0,2,2,4,0,2,0
1416,0,2,2,4,1,0,2
1417,0,2,2,4,1,1,0
1418,0,2,2,4,1,2,0
1419,0,2,2,4,2,0,2
1420,0,2,2,4,2,1,0
1421,0,2,2,4,2,2,3
1422,0,2,2,5,0,0,2
1423,0,2,2,5,0,1,2
1424,0,2,2,5,0,2,2
1425,0,2,2,5,1,0,2
1426,0,2,2,5,1,1,0
1427,0,2,2,5,1,2,0
1428,0,2,2,5,2,0,2
1429,0,2,2,5,2,1,0
1430,0,2,2,5,2,2,3
1431,0,2,3,2,0,0,2
1432,0,2,3,2,0,1,2
1433,0,2,3,2,0,2,2
1434,0,2,3,2,1,0,2
1435,0,2,3,2,1,1,2
1436,0,2,3,2,1,2,2
1437,0,2,3,2,2,0,2
1438,0,2,3,2,2,1,2
1439,0,2,3,2,2,2,2
1440,0,2,3,4,0,0,2
1441,0,2,3,4,0,1,0
1442,0,2,3,4,0,2,0
1443,0,2,3,4,1,0,2
1444,0,2,3,4,1,1,0
1445,0,2,3,4,1,2,0
1446,0,2,3,4,2,0,2
1447,0,2,3,4,2,1,0
1448,0,2,3,4,2,2,3
1449,0,2,3,5,0,0,2
1450,0,2,3,5,0,1,0
1451,0,2,3,5,0,2,0
1452,0,2,3,5,1,0,2
1453,0,2,3,5,1,1,0
1454,0,2,3,5,1,2,3
1455,0,2,3,5,2,0,2
1456,0,2,3,5,2,1,0
1457,0,2,3,5,2,2,3
1458,0,2,4,2,0,0,2
1459,0,2,4,2,0,1,2
1460,0,2,4,2,0,2,2
1461,0,2,4,2,1,0,2
1462,0,2,4,2,1,1,2
1463,0,2,4,2,1,2,2
1464,0,2,4,2,2,0,2
1465,0,2,4,2,2,1,2
1466,0,2,4,2,2,2,2
1467,0,2,4,4,0,0,2
1468,0,2,4,4,0,1,0
1469,0,2,4,4,0,2,0
1470,0,2,4,4,1,0,2
1471,0,2,4,4,1,1,0
1472,0,2,4,4,1,2,3
1473,0,2,4,4,2,0,2
1474,0,2,4,4,2,1,0
1475,0,2,4,4,2,2,3
1476,0,2,4,5,0,0,2
1477,0,2,4,5,0,1,0
1478,0,2,4,5,0,2,0
1479,0,2,4,5,1,0,2
1480,0,2,4,5,1,1,0
1481,0,2,4,5,1,2,3
1482,0,2,4,5,2,0,2
1483,0,2,4,5,2,1,0
1484,0,2,4,5,2,2,3
1485,0,2,5,2,0,0,2
1486,0,2,5,2,0,1,2
1487,0,2,5,2,0,2,2
1488,0,2,5,2,1,0,2
1489,0,2,5,2,1,1,2
1490,0,2,5,2,1,2,2
1491,0,2,5,2,2,0,2
1492,0,2,5,2,2,1,2
1493,0,2,5,2,2,2,2
1494,0,2,5,4,0,0,2
1495,0,2,5,4,0,1,0
1496,0,2,5,4,0,2,0
1497,0,2,5,4,1,0,2
1498,0,2,5,4,1,1,0
1499,0,2,5,4,1,2,3
1500,0,2,5,4,2,0,2
1501,0,2,5,4,2,1,0
1502,0,2,5,4,2,2,3
1503,0,2,5,5,0,0,2
1504,0,2,5,5,0,1,0
1505,0,2,5,5,0,2,0
1506,0,2,5,5,1,0,2
1507,0,2,5,5,1,1,0
1508,0,2,5,5,1,2,3
1509,0,2,5,5,2,0,2
1510,0,2,5,5,2,1,0
1511,0,2,5,5,2,2,3
1512,0,1,2,2,0,0,2
1513,0,1,2,2,0,1,2
1514,0,1,2,2,0,2,2
1515,0,1,2,2,1,0,2
1516,0,1,2,2,1,1,2
1517,0,1,2,2,1,2,2
1518,0,1,2,2,2,0,2
1519,0,1,2,2,2,1,2
1520,0,1,2,2,2,2,2
1521,0,1,2,4,0,0,2
1522,0,1,2,4,0,1,0
1523,0,1,2,4,0,2,1
1524,0,1,2,4,1,0,2
1525,0,1,2,4,1,1,0
1526,0,1,2,4,1,2,1
1527,0,1,2,4,2,0,2
1528,0,1,2,4,2,1,1
1529,0,1,2,4,2,2,3
1530,0,1,2,5,0,0,2
1531,0,1,2,5,0,1,2
1532,0,1,2,5,0,2,2
1533,0,1,2,5,1,0,2
1534,0,1,2,5,1,1,0
1535,0,1,2,5,1,2,1
1536,0,1,2,5,2,0,2
1537,0,1,2,5,2,1,1
1538,0,1,2,5,2,2,3
1539,0,1,3,2,0,0,2
1540,0,1,3,2,0,1,2
1541,0,1,3,2,0,2,2
1542,0,1,3,2,1,0,2
1543,0,1,3,2,1,1,2
1544,0,1,3,2,1,2,2
1545,0,1,3,2,2,0,2
1546,0,1,3,2,2,1,2
1547,0,1,3,2,2,2,2
1548,0,1,3,4,0,0,2
1549,0,1,3,4,0,1,0
1550,0,1,3,4,0,2,1
1551,0,1,3,4,1,0,2
1552,0,1,3,4,1,1,0
1553,0,1,3,4,1,2,1
1554,0,1,3,4,2,0,2
1555,0,1,3,4,2,1,1
1556,0,1,3,4,2,2,3
1557,0,1,3,5,0,0,2
1558,0,1,3,5,0,1,0
1559,0,1,3,5,0,2,1
1560,0,1,3,5,1,0,2
1561,0,1,3,5,1,1,1
1562,0,1,3,5,1,2,3
1563,0,1,3,5,2,0,2
1564,0,1,3,5,2,1,1
1565,0,1,3,5,2,2,3
1566,0,1,4,2,0,0,2
1567,0,1,4,2,0,1,2
1568,0,1,4,2,0,2,2
1569,0,1,4,2,1,0,2
1570,0,1,4,2,1,1,2
1571,0,1,4,2,1,2,2
1572,0,1,4,2,2,0,2
1573,0,1,4,2,2,1,2
1574,0,1,4,2,2,2,2
1575,0,1,4,4,0,0,2
1576,0,1,4,4,0,1,0
1577,0,1,4,4,0,2,1
1578,0,1,4,4,1,0,2
1579,0,1,4,4,1,1,1
1580,0,1,4,4,1,2,3
1581,0,1,4,4,2,0,2
1582,0,1,4,4,2,1,1
1583,0,1,4,4,2,2,3
1584,0,1,4,5,0,0,2
1585,0,1,4,5,0,1,0
1586,0,1,4,5,0,2,1
1587,0,1,4,5,1,0,2
1588,0,1,4,5,1,1,1
1589,0,1,4,5,1,2,3
1590,0,1,4,5,2,0,2
1591,0,1,4,5,2,1,1
1592,0,1,4,5,2,2,3
1593,0,1,5,2,0,0,2
1594,0,1,5,2,0,1,2
1595,0,1,5,2,0,2,2
1596,0,1,5,2,1,0,2
1597,0,1,5,2,1,1,2
1598,0,1,5,2,1,2,2
1599,0,1,5,2,2,0,2
1600,0,1,5,2,2,1,2
1601,0,1,5,2,2,2,2
1602,0,1,5,4,0,0,2
1603,0,1,5,4,0,1,0
1604,0,1,5,4,0,2,1
1605,0,1,5,4,1,0,2
1606,0,1,5,4,1,1,1
1607,0,1,5,4,1,2,3
1608,0,1,5,4,2,0,2
1609,0,1,5,4,2,1,1
1610,0,1,5,4,2,2,3
1611,0,1,5,5,0,0,2
1612,0,1,5,5,0,1,0
1613,0,1,5,5,0,2,1
1614,0,1,5,5,1,0,2
1615,0,1,5,5,1,1,1
1616,0,1,5,5,1,2,3
1617,0,1,5,5,2,0,2
1618,0,1,5,5,2,1,1
1619,0,1,5,5,2,2,3
1620,0,0,2,2,0,0,2
1621,0,0,2,2,0,1,2
1622,0,0,2,2,0,2,2
1623,0,0,2,2,1,0,2
1624,0,0,2,2,1,1,2
1625,0,0,2,2,1,2,2
1626,0,0,2,2,2,0,2
1627,0,0,2,2,2,1,2
1628,0,0,2,2,2,2,2
1629,0,0,2,4,0,0,2
1630,0,0,2,4,0,1,0
1631,0,0,2,4,0,2,1
1632,0,0,2,4,1,0,2
1633,0,0,2,4,1,1,0
1634,0,0,2,4,1,2,1
1635,0,0,2,4,2,0,2
1636,0,0,2,4,2,1,1
1637,0,0,2,4,2,2,3
1638,0,0,2,5,0,0,2
1639,0,0,2,5,0,1,2
1640,0,0,2,5,0,2,2
1641,0,0,2,5,1,0,2
1642,0,0,2,5,1,1,0
1643,0,0,2,5,1,2,1
1644,0,0,2,5,2,0,2
1645,0,0,2,5,2,1,1
1646,0,0,2,5,2,2,3
1647,0,0,3,2,0,0,2
1648,0,0,3,2,0,1,2
1649,0,0,3,2,0,2,2
1650,0,0,3,2,1,0,2
1651,0,0,3,2,1,1,2
1652,0,0,3,2,1,2,2
1653,0,0,3,2,2,0,2
1654,0,0,3,2,2,1,2
1655,0,0,3,2,2,2,2
1656,0,0,3,4,0,0,2
1657,0,0,3,4,0,1,0
1658,0,0,3,4,0,2,1
1659,0,0,3,4,1,0,2
1660,0,0,3,4,1,1,0
1661,0,0,3,4,1,2,1
1662,0,0,3,4,2,0,2
1663,0,0,3,4,2,1,1
1664,0,0,3,4,2,2,3
1665,0,0,3,5,0,0,2
1666,0,0,3,5,0,1,0
1667,0,0,3,5,0,2,1
1668,0,0,3,5,1,0,2
1669,0,0,3,5,1,1,1
1670,0,0,3,5,1,2,3
1671,0,0,3,5,2,0,2
1672,0,0,3,5,2,1,1
1673,0,0,3,5,2,2,3
1674,0,0,4,2,0,0,2
1675,0,0,4,2,0,1,2
1676,0,0,4,2,0,2,2
1677,0,0,4,2,1,0,2
1678,0,0,4,2,1,1,2
1679,0,0,4,2,1,2,2
1680,0,0,4,2,2,0,2
1681,0,0,4,2,2,1,2
1682,0,0,4,2,2,2,2
1683,0,0,4,4,0,0,2
1684,0,0,4,4,0,1,0
1685,0,0,4,4,0,2,1
1686,0,0,4,4,1,0,2
1687,0,0,4,4,1,1,1
1688,0,0,4,4,1,2,3
1689,0,0,4,4,2,0,2
1690,0,0,4,4,2,1,1
1691,0,0,4,4,2,2,3
1692,0,0,4,5,0,0,2
1693,0,0,4,5,0,1,0
1694,0,0,4,5,0,2,1
1695,0,0,4,5,1,0,2
1696,0,0,4,5,1,1,1
1697,0,0,4,5,1,2,3
1698,0,0,4,5,2,0,2
